idVenta,fecha,idCliente,idProducto,cantidad,precioUnitario,region
1546,2024-03-14,C013,P020,8,59.99,Asia
1547,2024-03-11,C048,P009,2,119.99,Oceanía
1548,2024-03-16,C032,P009,1,119.99,Asia
1549,2024-03-31,C046,P019,2,399.99,Oceanía
1550,2024-01-11,C036,P002,9,25.5,Asia
1551,2024-02-14,C029,P016,9,35.99,África
1552,2024-03-08,C042,P015,2,169.99,Oceanía
1553,2024-01-13,C011,P016,9,35.99,América
1554,2024-01-02,C021,P007,8,59.99,Europa
1555,2024-02-15,C045,P019,9,399.99,África
1556,2024-01-01,C032,P012,3,299.99,Oceanía
1557,2024-03-21,C043,P016,2,35.99,Europa
1558,2024-03-26,C008,P012,1,299.99,Europa
1559,2024-03-23,C001,P014,1,14.99,Asia
1560,2024-02-04,C011,P009,10,119.99,América
1561,2024-01-21,C036,P010,2,19.99,Asia
1562,2024-01-14,C042,P013,5,12.5,Oceanía
1563,2024-02-25,C023,P014,1,14.99,Asia
1564,2024-03-06,C018,P003,2,99.0,Oceanía
1565,2024-01-26,C029,P006,10,799.0,América
1566,2024-02-05,C042,P015,3,169.99,África
1567,2024-02-17,C023,P020,2,59.99,Asia
1568,2024-03-05,C037,P014,9,14.99,África
1569,2024-01-29,C033,P005,1,299.0,África
1570,2024-03-25,C005,P019,2,399.99,Europa
1571,2024-02-20,C024,P014,8,14.99,América
1572,2024-01-10,C043,P007,4,59.99,Asia
1573,2024-03-07,C047,P010,9,19.99,Asia
1574,2024-01-11,C042,P003,8,99.0,Europa
1575,2024-03-24,C011,P013,9,12.5,África
1576,2024-01-25,C025,P008,4,9.99,África
1577,2024-01-01,C027,P018,9,39.99,Oceanía
1578,2024-03-23,C048,P017,1,249.99,América
1579,2024-01-28,C031,P002,2,25.5,África
1580,2024-01-14,C047,P010,8,19.99,América
1581,2024-01-09,C021,P002,2,25.5,Asia
1582,2024-03-27,C015,P008,10,9.99,América
1583,2024-03-06,C038,P014,10,14.99,Oceanía
1584,2024-02-08,C043,P003,1,99.0,Europa
1585,2024-01-25,C042,P012,3,299.99,Europa
1586,2024-01-09,C027,P007,3,59.99,Asia
1587,2024-03-05,C046,P012,1,299.99,América
1588,2024-01-18,C020,P012,10,299.99,Asia
1589,2024-01-05,C033,P014,8,14.99,África
1590,2024-01-24,C002,P010,3,19.99,Asia
1591,2024-02-02,C029,P006,1,799.0,América
1592,2024-02-20,C024,P016,4,35.99,África
1593,2024-02-29,C024,P013,9,12.5,América
1594,2024-03-07,C048,P014,9,14.99,África
1595,2024-03-16,C010,P008,4,9.99,Europa
1596,2024-01-18,C026,P017,4,249.99,Oceanía
1597,2024-02-26,C022,P012,1,299.99,África
1598,2024-01-23,C023,P011,7,179.99,América
1599,2024-03-04,C020,P004,8,149.99,Oceanía
1600,2024-03-13,C017,P012,4,299.99,África
1601,2024-01-02,C041,P002,5,25.5,África
1602,2024-02-09,C015,P017,8,249.99,África
1603,2024-01-05,C005,P010,3,19.99,Asia
1604,2024-02-14,C043,P013,4,12.5,Europa
1605,2024-02-09,C016,P008,10,9.99,Europa
1606,2024-01-23,C035,P003,6,99.0,Asia
1607,2024-01-04,C033,P005,7,299.0,América
1608,2024-03-09,C035,P003,6,99.0,Oceanía
1609,2024-03-25,C037,P004,1,149.99,Asia
1610,2024-03-22,C008,P014,7,14.99,África
1611,2024-01-20,C004,P001,2,15.99,Oceanía
1612,2024-03-25,C024,P013,1,12.5,América
1613,2024-01-11,C034,P017,8,249.99,América
1614,2024-02-05,C001,P008,2,9.99,Asia
1615,2024-01-01,C014,P008,1,9.99,Asia
1616,2024-01-14,C030,P007,3,59.99,América
1617,2024-03-05,C026,P018,3,39.99,Oceanía
1618,2024-03-14,C019,P006,8,799.0,Oceanía
1619,2024-02-16,C032,P013,1,12.5,Asia
1620,2024-03-25,C046,P007,10,59.99,Europa
1621,2024-01-26,C005,P012,10,299.99,Oceanía
1622,2024-01-03,C034,P006,9,799.0,Oceanía
1623,2024-03-08,C005,P018,6,39.99,Oceanía
1624,2024-02-28,C036,P015,10,169.99,Europa
1625,2024-03-01,C045,P006,5,799.0,Oceanía
1626,2024-01-04,C040,P008,4,9.99,Europa
1627,2024-02-05,C013,P009,7,119.99,Asia
1628,2024-02-26,C019,P002,10,25.5,Asia
1629,2024-02-13,C032,P005,10,299.0,África
1630,2024-03-25,C039,P020,4,59.99,Asia
1631,2024-02-20,C038,P012,5,299.99,Europa
1632,2024-03-16,C013,P015,6,169.99,América
1633,2024-03-16,C040,P020,8,59.99,Europa
1634,2024-03-07,C029,P001,6,15.99,Europa
1635,2024-02-10,C027,P009,4,119.99,África
1636,2024-01-07,C005,P010,5,19.99,Asia
1637,2024-02-26,C011,P018,5,39.99,Oceanía
1638,2024-01-09,C008,P007,3,59.99,Asia
1639,2024-01-01,C008,P019,4,399.99,Asia
1640,2024-03-28,C007,P006,3,799.0,Oceanía
1641,2024-01-13,C043,P018,4,39.99,Oceanía
1642,2024-01-05,C017,P015,6,169.99,África
1643,2024-03-12,C013,P020,7,59.99,Asia
1644,2024-01-17,C009,P001,5,15.99,América
1645,2024-01-29,C033,P001,8,15.99,Europa
1646,2024-02-20,C050,P013,10,12.5,Oceanía
1647,2024-02-29,C050,P017,2,249.99,América
1648,2024-02-26,C017,P014,6,14.99,Europa
1649,2024-02-07,C018,P011,3,179.99,Europa
1650,2024-02-14,C012,P003,10,99.0,África
1651,2024-01-20,C016,P018,4,39.99,Oceanía
1652,2024-02-17,C014,P010,7,19.99,América
1653,2024-02-18,C008,P019,2,399.99,Europa
1654,2024-01-01,C043,P012,7,299.99,Europa
1655,2024-01-23,C015,P015,8,169.99,Asia
1656,2024-03-24,C037,P015,8,169.99,América
1657,2024-02-21,C049,P019,9,399.99,Oceanía
1658,2024-01-28,C041,P017,4,249.99,Oceanía
1659,2024-01-01,C043,P009,1,119.99,Asia
1660,2024-01-18,C023,P003,1,99.0,Europa
1661,2024-01-19,C034,P008,9,9.99,América
1662,2024-03-04,C029,P006,6,799.0,Europa
1663,2024-01-03,C044,P004,6,149.99,África
1664,2024-02-23,C048,P009,1,119.99,Europa
1665,2024-03-06,C010,P003,6,99.0,América
1666,2024-01-21,C004,P009,1,119.99,Europa
1667,2024-01-16,C017,P019,6,399.99,América
1668,2024-01-20,C004,P016,9,35.99,América
1669,2024-03-30,C030,P007,1,59.99,Oceanía
1670,2024-02-07,C012,P005,2,299.0,Oceanía
1671,2024-03-25,C023,P002,10,25.5,Oceanía
1672,2024-03-27,C004,P012,1,299.99,Asia
1673,2024-01-20,C008,P003,1,99.0,África
1674,2024-03-16,C050,P013,9,12.5,América
1675,2024-01-04,C010,P011,8,179.99,África
1676,2024-02-02,C020,P010,10,19.99,América
1677,2024-01-17,C030,P001,9,15.99,Europa
1678,2024-01-03,C011,P010,8,19.99,América
1679,2024-03-04,C010,P001,10,15.99,América
1680,2024-01-22,C030,P012,7,299.99,América
1681,2024-02-11,C008,P011,1,179.99,América
1682,2024-03-30,C048,P006,5,799.0,Asia
1683,2024-02-02,C049,P017,6,249.99,Oceanía
1684,2024-03-18,C008,P013,1,12.5,Europa
1685,2024-03-08,C031,P005,7,299.0,Oceanía
1686,2024-03-15,C030,P006,9,799.0,Europa
1687,2024-02-20,C028,P011,1,179.99,Oceanía
1688,2024-03-06,C031,P020,3,59.99,Europa
1689,2024-01-27,C003,P004,4,149.99,África
1690,2024-02-13,C009,P004,1,149.99,América
1691,2024-03-09,C035,P018,5,39.99,Europa
1692,2024-01-16,C032,P007,6,59.99,América
1693,2024-02-23,C014,P009,5,119.99,América
1694,2024-03-25,C040,P012,5,299.99,Asia
1695,2024-02-01,C040,P019,8,399.99,Asia
1696,2024-01-25,C006,P020,4,59.99,Asia
1697,2024-03-31,C014,P005,1,299.0,América
1698,2024-02-14,C035,P020,9,59.99,Asia
1699,2024-03-02,C042,P018,6,39.99,África
1700,2024-02-15,C007,P002,4,25.5,Europa
1701,2024-02-17,C005,P009,10,119.99,África
1702,2024-01-12,C021,P009,5,119.99,Asia
1703,2024-01-03,C028,P012,2,299.99,Europa
1704,2024-02-01,C046,P002,10,25.5,Europa
1705,2024-01-18,C015,P014,2,14.99,Europa
1706,2024-02-25,C019,P018,7,39.99,Asia
1707,2024-02-28,C009,P004,3,149.99,Europa
1708,2024-03-21,C021,P010,5,19.99,América
1709,2024-02-04,C038,P009,6,119.99,Asia
1710,2024-03-04,C004,P014,7,14.99,África
1711,2024-03-12,C031,P009,2,119.99,Oceanía
1712,2024-02-20,C007,P009,5,119.99,Asia
1713,2024-01-10,C008,P013,9,12.5,América
1714,2024-03-26,C021,P001,9,15.99,América
1715,2024-03-27,C027,P010,1,19.99,Asia
1716,2024-01-10,C021,P013,8,12.5,Oceanía
1717,2024-01-26,C009,P006,9,799.0,Europa
1718,2024-01-23,C004,P002,8,25.5,América
1719,2024-03-10,C005,P008,10,9.99,África
1720,2024-02-26,C004,P018,9,39.99,Europa
1721,2024-02-10,C049,P011,2,179.99,África
1722,2024-03-29,C035,P002,6,25.5,Oceanía
1723,2024-03-19,C042,P016,8,35.99,Oceanía
1724,2024-02-21,C048,P019,3,399.99,Asia
1725,2024-03-01,C046,P020,10,59.99,América
1726,2024-02-06,C008,P014,3,14.99,África
1727,2024-02-12,C020,P011,4,179.99,Europa
1728,2024-03-04,C027,P004,6,149.99,América
1729,2024-02-29,C007,P017,6,249.99,América
1730,2024-02-23,C013,P011,1,179.99,Asia
1731,2024-01-01,C044,P019,1,399.99,África
1732,2024-02-27,C005,P008,6,9.99,África
1733,2024-03-24,C027,P004,8,149.99,América
1734,2024-02-21,C034,P009,9,119.99,África
1735,2024-03-17,C027,P007,8,59.99,África
1736,2024-03-13,C004,P017,8,249.99,América
1737,2024-02-25,C044,P010,9,19.99,Oceanía
1738,2024-03-28,C022,P004,2,149.99,Oceanía
1739,2024-01-19,C040,P014,6,14.99,Asia
1740,2024-03-12,C033,P012,5,299.99,Europa
1741,2024-02-11,C039,P006,3,799.0,Asia
1742,2024-03-02,C042,P006,6,799.0,Asia
1743,2024-01-20,C002,P018,4,39.99,Asia
1744,2024-03-17,C020,P007,5,59.99,Oceanía
1745,2024-02-21,C020,P020,9,59.99,América
1746,2024-03-18,C034,P012,7,299.99,Oceanía
1747,2024-02-05,C028,P018,5,39.99,Oceanía
1748,2024-02-05,C032,P007,9,59.99,Oceanía
1749,2024-03-16,C032,P014,10,14.99,Europa
1750,2024-03-29,C002,P009,4,119.99,Europa
1751,2024-03-20,C043,P019,6,399.99,Asia
1752,2024-03-26,C040,P009,9,119.99,América
1753,2024-01-26,C033,P003,8,99.0,Asia
1754,2024-01-31,C014,P005,6,299.0,Asia
1755,2024-01-18,C044,P002,10,25.5,Asia
1756,2024-03-08,C029,P003,10,99.0,Europa
1757,2024-03-02,C039,P001,10,15.99,Asia
1758,2024-02-11,C003,P006,3,799.0,Europa
1759,2024-03-14,C036,P019,4,399.99,Asia
1760,2024-03-11,C008,P007,8,59.99,África
1761,2024-03-08,C050,P004,7,149.99,Oceanía
1762,2024-01-13,C046,P018,5,39.99,Asia
1763,2024-03-23,C037,P003,5,99.0,Asia
1764,2024-02-13,C006,P018,6,39.99,Oceanía
1765,2024-01-08,C005,P001,5,15.99,Europa
1766,2024-02-26,C010,P001,1,15.99,América
1767,2024-02-29,C006,P012,9,299.99,Oceanía
1768,2024-03-26,C024,P017,4,249.99,Asia
1769,2024-01-17,C016,P017,5,249.99,América
1770,2024-03-19,C011,P016,4,35.99,América
1771,2024-03-28,C025,P015,9,169.99,África
1772,2024-03-16,C025,P002,4,25.5,América
1773,2024-01-08,C017,P003,1,99.0,África
1774,2024-03-19,C043,P012,7,299.99,Oceanía
1775,2024-01-08,C037,P010,4,19.99,América
1776,2024-03-26,C037,P009,1,119.99,Asia
1777,2024-01-08,C017,P013,9,12.5,Oceanía
1778,2024-01-16,C045,P019,1,399.99,África
1779,2024-02-14,C044,P013,10,12.5,Europa
1780,2024-03-24,C020,P004,3,149.99,Asia
1781,2024-02-02,C038,P015,4,169.99,Asia
1782,2024-01-14,C018,P018,10,39.99,África
1783,2024-02-20,C022,P013,6,12.5,Oceanía
1784,2024-03-18,C027,P005,4,299.0,Asia
1785,2024-03-08,C050,P013,1,12.5,Europa
1786,2024-02-27,C006,P001,10,15.99,Oceanía
1787,2024-03-15,C032,P013,10,12.5,Europa
1788,2024-03-19,C035,P002,2,25.5,Asia
1789,2024-03-08,C026,P006,2,799.0,África
1790,2024-01-30,C031,P008,8,9.99,Asia
1791,2024-03-21,C050,P013,10,12.5,Europa
1792,2024-01-19,C048,P019,4,399.99,América
1793,2024-01-10,C011,P007,4,59.99,Europa
1794,2024-02-14,C032,P006,1,799.0,Europa
1795,2024-03-23,C024,P005,5,299.0,Oceanía
1796,2024-03-18,C010,P001,5,15.99,Europa
1797,2024-03-13,C037,P006,6,799.0,Europa
1798,2024-02-29,C037,P018,6,39.99,Asia
1799,2024-03-07,C038,P006,6,799.0,África
1800,2024-03-21,C032,P005,3,299.0,América
1801,2024-03-03,C042,P009,7,119.99,África
1802,2024-02-08,C011,P017,4,249.99,Oceanía
1803,2024-02-15,C003,P006,6,799.0,América
1804,2024-01-23,C039,P002,7,25.5,Europa
1805,2024-02-22,C023,P013,7,12.5,América
1806,2024-03-02,C048,P008,8,9.99,Asia
1807,2024-01-10,C027,P009,10,119.99,África
1808,2024-01-02,C039,P006,8,799.0,América
1809,2024-03-23,C044,P007,4,59.99,África
1810,2024-01-19,C035,P015,1,169.99,Oceanía
1811,2024-02-29,C010,P006,10,799.0,Oceanía
1812,2024-01-30,C004,P009,5,119.99,Oceanía
1813,2024-02-14,C008,P009,4,119.99,África
1814,2024-03-22,C020,P013,3,12.5,Asia
1815,2024-02-07,C026,P012,4,299.99,Oceanía
1816,2024-03-12,C012,P003,8,99.0,Asia
1817,2024-02-01,C038,P015,9,169.99,América
1818,2024-03-08,C034,P003,7,99.0,Oceanía
1819,2024-03-08,C036,P005,10,299.0,Oceanía
1820,2024-03-19,C004,P010,8,19.99,África
1821,2024-03-31,C027,P010,5,19.99,Europa
1822,2024-01-11,C019,P006,8,799.0,África
1823,2024-02-01,C035,P018,1,39.99,Europa
1824,2024-01-21,C018,P012,5,299.99,África
1825,2024-01-27,C015,P012,1,299.99,Oceanía
1826,2024-02-01,C036,P016,9,35.99,América
1827,2024-03-02,C047,P003,5,99.0,Europa
1828,2024-03-09,C027,P005,9,299.0,África
1829,2024-03-01,C043,P015,10,169.99,Asia
1830,2024-03-12,C029,P019,5,399.99,África
1831,2024-02-19,C008,P017,9,249.99,Asia
1832,2024-03-15,C033,P012,4,299.99,Asia
1833,2024-03-16,C042,P009,7,119.99,Oceanía
1834,2024-03-04,C040,P016,3,35.99,Europa
1835,2024-01-17,C033,P003,6,99.0,Asia
1836,2024-03-17,C018,P009,1,119.99,Europa
1837,2024-03-07,C020,P015,6,169.99,América
1838,2024-02-08,C005,P016,6,35.99,América
1839,2024-02-03,C039,P006,5,799.0,Oceanía
1840,2024-03-28,C050,P012,3,299.99,América
1841,2024-01-25,C049,P011,4,179.99,Asia
1842,2024-02-20,C024,P007,2,59.99,Asia
1843,2024-02-20,C028,P013,2,12.5,América
1844,2024-02-07,C043,P003,6,99.0,Asia
1845,2024-03-31,C034,P015,10,169.99,Europa
1846,2024-02-28,C005,P019,3,399.99,Oceanía
1847,2024-01-11,C028,P020,1,59.99,Oceanía
1848,2024-03-05,C011,P019,2,399.99,América
1849,2024-01-03,C032,P014,6,14.99,Europa
1850,2024-03-21,C018,P012,4,299.99,América
1851,2024-02-27,C027,P010,8,19.99,Oceanía
1852,2024-03-12,C033,P020,2,59.99,África
1853,2024-01-14,C009,P013,9,12.5,Asia
1854,2024-03-28,C047,P019,9,399.99,Europa
1855,2024-02-08,C030,P003,3,99.0,África
1856,2024-02-18,C001,P001,1,15.99,América
1857,2024-01-05,C023,P002,1,25.5,Oceanía
1858,2024-01-11,C017,P005,10,299.0,Oceanía
1859,2024-01-03,C026,P017,6,249.99,Oceanía
1860,2024-01-24,C037,P013,4,12.5,Asia
1861,2024-02-21,C022,P014,5,14.99,Europa
1862,2024-01-05,C004,P015,6,169.99,África
1863,2024-03-04,C030,P003,3,99.0,África
1864,2024-03-18,C030,P008,1,9.99,África
1865,2024-02-21,C032,P017,5,249.99,África
1866,2024-01-28,C006,P011,4,179.99,América
1867,2024-01-15,C016,P001,9,15.99,Europa
1868,2024-01-05,C046,P017,5,249.99,Oceanía
1869,2024-03-25,C040,P018,5,39.99,Asia
1870,2024-02-11,C005,P011,6,179.99,Europa
1871,2024-01-02,C017,P010,2,19.99,América
1872,2024-01-06,C043,P017,9,249.99,América
1873,2024-03-15,C037,P003,6,99.0,América
1874,2024-02-14,C004,P002,3,25.5,África
1875,2024-02-11,C023,P009,9,119.99,Europa
1876,2024-01-13,C045,P012,6,299.99,Europa
1877,2024-02-24,C044,P010,1,19.99,Europa
1878,2024-03-08,C002,P012,1,299.99,Asia
1879,2024-01-29,C047,P014,8,14.99,África
1880,2024-01-06,C005,P014,8,14.99,Asia
1881,2024-02-04,C045,P012,3,299.99,América
1882,2024-02-11,C050,P013,6,12.5,Oceanía
1883,2024-02-19,C041,P008,2,9.99,Oceanía
1884,2024-02-17,C027,P010,6,19.99,América
1885,2024-01-17,C050,P001,2,15.99,Oceanía
1886,2024-02-02,C040,P018,6,39.99,Asia
1887,2024-01-24,C025,P008,2,9.99,Europa
1888,2024-01-09,C017,P020,8,59.99,América
1889,2024-02-20,C044,P001,3,15.99,Europa
1890,2024-01-20,C044,P003,3,99.0,América
1891,2024-01-15,C020,P004,8,149.99,Asia
1892,2024-03-22,C002,P007,5,59.99,África
1893,2024-01-18,C033,P014,3,14.99,Asia
1894,2024-02-03,C049,P011,8,179.99,Oceanía
1895,2024-01-04,C036,P007,2,59.99,África
1896,2024-01-16,C050,P003,8,99.0,África
1897,2024-03-14,C026,P002,1,25.5,África
1898,2024-01-29,C012,P019,4,399.99,Oceanía
1899,2024-01-05,C012,P004,10,149.99,Asia
1900,2024-03-15,C013,P006,9,799.0,África
1901,2024-02-26,C046,P020,7,59.99,Oceanía
1902,2024-03-14,C023,P001,2,15.99,Oceanía
1903,2024-03-15,C042,P008,3,9.99,Oceanía
1904,2024-03-13,C006,P018,10,39.99,Oceanía
1905,2024-03-02,C034,P013,3,12.5,Asia
1906,2024-02-01,C007,P017,1,249.99,Asia
1907,2024-03-06,C011,P020,3,59.99,África
1908,2024-02-15,C048,P018,8,39.99,Europa
1909,2024-01-20,C042,P014,4,14.99,África
1910,2024-01-16,C013,P017,10,249.99,Asia
1911,2024-03-19,C031,P020,2,59.99,Europa
1912,2024-01-30,C018,P005,1,299.0,Asia
1913,2024-02-17,C028,P014,1,14.99,América
1914,2024-02-07,C024,P007,7,59.99,Europa
1915,2024-01-29,C024,P017,10,249.99,América
1916,2024-02-02,C018,P009,5,119.99,Asia
1917,2024-02-25,C007,P009,8,119.99,Europa
1918,2024-02-19,C047,P002,3,25.5,África
1919,2024-03-20,C035,P015,5,169.99,Asia
1920,2024-02-10,C042,P007,1,59.99,Europa
1921,2024-02-18,C022,P002,6,25.5,Oceanía
1922,2024-03-11,C009,P010,9,19.99,América
1923,2024-02-23,C033,P019,8,399.99,África
1924,2024-03-14,C010,P005,4,299.0,África
1925,2024-01-13,C004,P018,6,39.99,África
1926,2024-03-09,C008,P017,1,249.99,Asia
1927,2024-03-01,C023,P013,10,12.5,Oceanía
1928,2024-02-29,C037,P002,7,25.5,Asia
1929,2024-02-10,C002,P017,1,249.99,Asia
1930,2024-03-28,C050,P019,4,399.99,América
1931,2024-02-03,C030,P016,8,35.99,América
1932,2024-03-29,C004,P006,10,799.0,América
1933,2024-01-22,C035,P013,10,12.5,América
1934,2024-03-10,C018,P003,10,99.0,África
1935,2024-03-02,C019,P017,9,249.99,Europa
1936,2024-02-01,C042,P018,4,39.99,América
1937,2024-03-28,C033,P018,10,39.99,África
1938,2024-01-08,C028,P014,1,14.99,América
1939,2024-01-21,C039,P019,4,399.99,Europa
1940,2024-02-08,C010,P020,7,59.99,Asia
1941,2024-01-28,C006,P002,9,25.5,Asia
1942,2024-01-01,C017,P016,6,35.99,Europa
1943,2024-02-13,C046,P010,3,19.99,América
1944,2024-03-06,C026,P004,4,149.99,Europa
1945,2024-01-08,C012,P018,6,39.99,África
1946,2024-03-28,C024,P003,8,99.0,Europa
1947,2024-02-13,C024,P019,7,399.99,Oceanía
1948,2024-02-07,C013,P010,6,19.99,África
1949,2024-03-26,C022,P003,2,99.0,América
1950,2024-03-04,C046,P010,8,19.99,América
1951,2024-01-10,C033,P002,7,25.5,África
1952,2024-02-02,C020,P010,10,19.99,Oceanía
1953,2024-02-25,C036,P019,10,399.99,Oceanía
1954,2024-02-15,C044,P007,8,59.99,Asia
1955,2024-02-27,C029,P008,9,9.99,Asia
1956,2024-03-26,C010,P015,9,169.99,África
1957,2024-02-08,C031,P016,1,35.99,África
1958,2024-01-28,C038,P010,6,19.99,América
1959,2024-02-12,C046,P003,4,99.0,Oceanía
1960,2024-02-10,C039,P014,2,14.99,Europa
1961,2024-02-12,C037,P014,5,14.99,Oceanía
1962,2024-02-23,C043,P008,3,9.99,Europa
1963,2024-01-24,C016,P006,9,799.0,Oceanía
1964,2024-03-03,C010,P009,10,119.99,Oceanía
1965,2024-03-31,C040,P015,10,169.99,Europa
1966,2024-02-19,C016,P006,6,799.0,América
1967,2024-01-30,C002,P003,7,99.0,Oceanía
1968,2024-03-23,C004,P011,8,179.99,Oceanía
1969,2024-02-29,C049,P017,5,249.99,América
1970,2024-01-30,C033,P014,1,14.99,Oceanía
1971,2024-02-26,C034,P008,10,9.99,Oceanía
1972,2024-02-22,C019,P006,2,799.0,América
1973,2024-02-18,C016,P009,1,119.99,América
1974,2024-03-28,C001,P007,3,59.99,Asia
1975,2024-03-14,C023,P012,9,299.99,Asia
1976,2024-01-04,C007,P004,10,149.99,África
1977,2024-03-02,C047,P010,10,19.99,Oceanía
1978,2024-01-23,C031,P005,10,299.0,Asia
1979,2024-02-15,C031,P012,10,299.99,Europa
1980,2024-01-14,C035,P004,8,149.99,Asia
1981,2024-03-07,C046,P019,6,399.99,Oceanía
1982,2024-01-26,C034,P004,7,149.99,África
1983,2024-01-05,C020,P015,9,169.99,Asia
1984,2024-01-08,C039,P007,5,59.99,Oceanía
1985,2024-01-07,C040,P010,6,19.99,América
1986,2024-01-04,C037,P006,2,799.0,Asia
1987,2024-02-27,C027,P003,5,99.0,Oceanía
1988,2024-03-22,C004,P011,3,179.99,África
1989,2024-03-01,C008,P004,4,149.99,América
1990,2024-03-27,C046,P003,6,99.0,América
1991,2024-02-01,C037,P005,7,299.0,América
1992,2024-01-27,C016,P004,10,149.99,África
1993,2024-02-02,C004,P016,7,35.99,Oceanía
1994,2024-02-11,C025,P014,1,14.99,Asia
1995,2024-02-17,C038,P004,2,149.99,Asia
1996,2024-03-17,C010,P017,4,249.99,América
1997,2024-01-01,C002,P019,2,399.99,América
1998,2024-01-18,C003,P013,7,12.5,Europa
1999,2024-03-03,C049,P002,8,25.5,Europa
2000,2024-01-28,C030,P019,9,399.99,Asia
2001,2024-03-16,C047,P014,6,14.99,Europa
2002,2024-03-22,C026,P004,3,149.99,América
2003,2024-03-29,C017,P006,3,799.0,América
2004,2024-02-21,C038,P013,4,12.5,Oceanía
2005,2024-03-21,C025,P008,3,9.99,Europa
2006,2024-03-15,C030,P011,7,179.99,África
2007,2024-03-09,C007,P007,10,59.99,América
2008,2024-02-27,C035,P011,3,179.99,África
2009,2024-01-19,C047,P003,5,99.0,América
2010,2024-03-19,C025,P005,10,299.0,Oceanía
2011,2024-02-21,C001,P001,10,15.99,Asia
2012,2024-02-06,C044,P009,1,119.99,Oceanía
2013,2024-02-02,C049,P012,10,299.99,África
2014,2024-01-01,C035,P020,1,59.99,África
2015,2024-02-15,C006,P001,9,15.99,Oceanía
2016,2024-02-12,C001,P003,2,99.0,América
2017,2024-02-23,C043,P007,10,59.99,África
2018,2024-02-01,C032,P004,6,149.99,África
2019,2024-01-20,C006,P003,1,99.0,África
2020,2024-01-18,C003,P004,7,149.99,Asia
2021,2024-03-25,C032,P013,6,12.5,Asia
2022,2024-02-18,C046,P010,10,19.99,Europa
2023,2024-03-23,C003,P013,8,12.5,Oceanía
2024,2024-02-29,C046,P008,2,9.99,América
2025,2024-01-03,C023,P001,7,15.99,Oceanía
2026,2024-01-22,C050,P015,3,169.99,América
2027,2024-01-26,C005,P014,7,14.99,Oceanía
2028,2024-01-14,C009,P016,2,35.99,América
2029,2024-01-02,C020,P009,5,119.99,África
2030,2024-02-07,C045,P002,10,25.5,América
2031,2024-01-05,C029,P009,5,119.99,Asia
2032,2024-03-29,C002,P011,7,179.99,América
2033,2024-01-08,C019,P010,5,19.99,África
2034,2024-02-08,C020,P002,1,25.5,Asia
2035,2024-01-29,C032,P010,5,19.99,Oceanía
2036,2024-02-24,C040,P009,9,119.99,África
2037,2024-03-28,C035,P008,9,9.99,Asia
2038,2024-02-21,C047,P010,5,19.99,América
2039,2024-01-22,C005,P018,5,39.99,Asia
2040,2024-02-26,C033,P007,4,59.99,América
2041,2024-03-07,C026,P005,7,299.0,Oceanía
2042,2024-03-23,C001,P012,4,299.99,Asia
2043,2024-03-18,C004,P005,2,299.0,Europa
2044,2024-01-14,C044,P018,6,39.99,África
2045,2024-03-09,C022,P005,1,299.0,Asia
2046,2024-01-13,C003,P006,5,799.0,Europa
2047,2024-01-14,C038,P003,3,99.0,Asia
2048,2024-03-13,C018,P015,9,169.99,América
2049,2024-01-10,C011,P011,9,179.99,África
2050,2024-03-19,C015,P014,10,14.99,África
2051,2024-03-15,C036,P014,6,14.99,América
2052,2024-01-24,C050,P004,8,149.99,Asia
2053,2024-02-03,C040,P016,6,35.99,Oceanía
2054,2024-01-19,C043,P004,5,149.99,Europa
2055,2024-02-28,C039,P017,5,249.99,Asia
2056,2024-01-25,C013,P009,2,119.99,Oceanía
2057,2024-03-01,C021,P003,2,99.0,Asia
2058,2024-01-03,C013,P019,8,399.99,Oceanía
2059,2024-03-07,C013,P010,8,19.99,América
2060,2024-02-06,C020,P015,7,169.99,Oceanía
2061,2024-01-20,C022,P003,3,99.0,Europa
2062,2024-02-23,C023,P004,1,149.99,América
2063,2024-02-03,C040,P002,3,25.5,Oceanía
2064,2024-02-10,C002,P020,8,59.99,América
2065,2024-01-20,C043,P019,10,399.99,Asia
2066,2024-03-23,C046,P012,4,299.99,Europa
2067,2024-03-23,C031,P013,8,12.5,Oceanía
2068,2024-01-03,C031,P006,2,799.0,África
2069,2024-01-10,C037,P016,1,35.99,Asia
2070,2024-02-15,C002,P018,1,39.99,Oceanía
2071,2024-03-13,C040,P004,9,149.99,África
2072,2024-02-18,C049,P019,8,399.99,Asia
2073,2024-01-01,C014,P015,2,169.99,América
2074,2024-02-20,C005,P011,9,179.99,Asia
2075,2024-03-13,C042,P010,9,19.99,Europa
2076,2024-02-21,C013,P003,10,99.0,Europa
2077,2024-02-22,C046,P002,4,25.5,América
2078,2024-03-30,C030,P018,1,39.99,África
2079,2024-01-12,C035,P010,9,19.99,África
2080,2024-03-29,C008,P002,6,25.5,Oceanía
2081,2024-02-22,C045,P017,2,249.99,Asia
2082,2024-01-18,C013,P014,2,14.99,Asia
2083,2024-02-14,C005,P004,2,149.99,África
2084,2024-03-22,C001,P013,8,12.5,Europa
2085,2024-02-29,C043,P007,3,59.99,Oceanía
2086,2024-03-14,C025,P014,7,14.99,Europa
2087,2024-01-16,C022,P015,5,169.99,América
2088,2024-02-26,C033,P002,1,25.5,África
2089,2024-03-08,C050,P007,9,59.99,Asia
2090,2024-03-29,C005,P016,3,35.99,Europa
